date,province,mean,minimum,maximum,rain
2020-05-01,Daegwallyeong,18.6,11.8,25.2,0.0
2020-05-01,Donghae,23.7,15.1,30.9,0.0
2020-05-01,Northgangneung,25.2,16.1,32.2,0.0
2020-05-01,Northchuncheon,20.4,12.6,28.0,0.0
2020-05-01,Sokcho,25.5,18.2,32.4,0.0
2020-05-01,Wonju,21.7,15.7,28.3,0.0
2020-05-01,Inje,21.3,14.0,27.8,0.0
2020-05-01,Jeongseon,21.7,14.4,29.0,0.0
2020-05-01,Cheorwon,19.2,13.0,25.7,0.0
2020-05-01,Chuncheon,21.2,14.1,28.1,0.0
2020-05-01,Taebaek,21.0,13.7,27.5,0.0
2020-05-01,Hongcheon,20.6,13.0,28.3,0.0
2020-05-02,Gangneung,24.9,22.8,27.9,0.0
2020-05-02,Daegwallyeong,17.3,15.3,20.3,0.0
2020-05-02,Donghae,22.4,18.3,28.7,0.0
2020-05-02,Northgangneung,24.5,21.1,28.5,0.0
2020-05-02,Northchuncheon,19.5,14.8,23.6,0.0
2020-05-02,Sokcho,24.8,20.6,28.6,0.0
2020-05-02,Wonju,20.5,18.1,24.0,0.2
2020-05-02,Inje,19.1,15.4,22.3,0.05
2020-05-02,Jeongseon,20.8,17.1,25.3,0.0
2020-05-02,Cheorwon,18.5,15.2,21.6,0.05
2020-05-02,Chuncheon,20.5,16.8,23.9,0.0
2020-05-02,Taebaek,19.9,16.9,24.9,0.0
2020-05-02,Hongcheon,19.3,16.5,22.9,0.0
2020-05-03,Gangneung,23.1,19.1,26.9,0.05
2020-05-03,Daegwallyeong,17.0,11.6,21.7,0.05
2020-05-03,Donghae,18.7,15.5,23.5,0.05
2020-05-03,Northgangneung,21.9,17.1,26.6,0.05
2020-05-03,Northchuncheon,20.8,15.2,27.4,0.0
2020-05-03,Sokcho,20.8,14.6,26.8,0.0
2020-05-03,Wonju,19.4,15.8,23.6,0.05
2020-05-03,Inje,20.2,14.1,26.7,0.0
2020-05-03,Jeongseon,17.0,13.9,20.9,0.5
2020-05-03,Cheorwon,21.0,14.6,26.8,0.0
2020-05-03,Chuncheon,21.5,16.2,27.7,0.05
2020-05-03,Taebaek,16.9,12.9,20.8,0.05
2020-05-03,Hongcheon,19.6,15.3,25.4,0.05
2020-05-04,Gangneung,17.2,12.5,27.1,0.3
2020-05-04,Daegwallyeong,13.1,7.6,23.2,0.05
2020-05-04,Donghae,14.6,11.6,23.6,0.3
2020-05-04,Northgangneung,15.9,11.4,26.0,0.9
2020-05-04,Northchuncheon,21.1,14.8,28.9,0.0
2020-05-04,Sokcho,15.3,12.8,28.0,0.0
2020-05-04,Wonju,21.1,16.2,27.1,0.0
2020-05-04,Inje,17.9,12.9,27.5,0.0
2020-05-04,Jeongseon,18.5,14.1,28.0,0.0
2020-05-04,Cheorwon,21.1,15.4,27.4,0.0
2020-05-04,Chuncheon,21.6,16.0,28.7,0.0
2020-05-04,Taebaek,14.4,9.2,25.6,0.0
2020-05-04,Hongcheon,20.6,15.0,28.3,0.0
2020-05-05,Gangneung,15.2,12.5,18.9,0.0
2020-05-05,Daegwallyeong,11.9,5.9,19.3,0.0
2020-05-05,Donghae,13.4,11.5,15.3,0.4
2020-05-05,Northgangneung,14.0,11.1,17.3,0.0
2020-05-05,Northchuncheon,16.1,10.8,21.7,0.0
2020-05-05,Sokcho,15.0,12.2,17.4,0.0
2020-05-05,Wonju,16.7,12.3,22.4,0.4
2020-05-05,Inje,16.1,11.1,22.8,0.0
2020-05-05,Jeongseon,15.0,10.7,21.4,1.5
2020-05-05,Cheorwon,16.0,10.8,21.7,0.0
2020-05-05,Chuncheon,17.1,12.6,21.7,0.0
2020-05-05,Taebaek,13.2,8.9,20.8,4.5
2020-05-05,Hongcheon,15.6,11.0,20.7,0.0
2020-05-06,Gangneung,15.8,11.6,20.6,0.0
2020-05-06,Daegwallyeong,10.3,3.7,16.9,0.05
2020-05-06,Donghae,14.1,10.3,16.5,0.0
2020-05-06,Northgangneung,14.4,10.2,19.0,0.0
2020-05-06,Northchuncheon,18.4,7.8,27.7,0.0
2020-05-06,Sokcho,15.6,11.4,19.5,0.0
2020-05-06,Wonju,18.8,11.7,26.9,0.0
2020-05-06,Inje,16.6,9.8,26.0,0.0
2020-05-06,Jeongseon,15.8,9.1,24.1,0.0
2020-05-06,Cheorwon,17.9,8.0,26.4,0.0
2020-05-06,Chuncheon,18.4,9.5,27.4,0.0
2020-05-06,Taebaek,11.8,5.9,18.8,0.0
2020-05-06,Hongcheon,17.4,8.9,27.4,0.0
2020-05-07,Gangneung,15.3,9.3,20.7,0.0
2020-05-07,Daegwallyeong,9.9,0.6,16.3,0.0
2020-05-07,Donghae,12.9,7.5,17.5,0.0
2020-05-07,Northgangneung,13.2,7.2,18.1,0.0
2020-05-07,Northchuncheon,18.6,9.0,25.8,0.0
2020-05-07,Sokcho,14.7,8.9,18.7,0.0
2020-05-07,Wonju,19.7,12.2,26.0,0.0
2020-05-07,Inje,16.2,7.8,23.7,0.0
2020-05-07,Jeongseon,15.2,5.8,23.9,0.0
2020-05-07,Cheorwon,18.6,10.3,25.9,0.0
2020-05-07,Chuncheon,18.8,10.7,25.7,0.0
2020-05-07,Taebaek,11.8,2.6,18.8,0.0
2020-05-07,Hongcheon,17.6,7.8,26.3,0.0
2020-05-08,Gangneung,16.3,9.7,22.3,0.9
2020-05-08,Daegwallyeong,13.1,3.0,20.5,1.9
2020-05-08,Donghae,13.7,8.2,17.3,0.4
2020-05-08,Northgangneung,15.1,9.1,20.4,1.6
2020-05-08,Northchuncheon,18.3,10.8,27.6,6.4
2020-05-08,Sokcho,14.8,10.1,19.4,3.2
2020-05-08,Wonju,19.8,13.8,26.8,0.8
2020-05-08,Inje,17.7,9.2,27.3,5.0
2020-05-08,Jeongseon,17.1,7.0,26.8,0.5
2020-05-08,Cheorwon,17.7,12.1,25.9,8.6
2020-05-08,Chuncheon,19.3,12.5,27.5,5.9
2020-05-08,Taebaek,15.2,3.5,24.4,0.5
2020-05-08,Hongcheon,18.4,10.3,28.2,1.7
2020-05-09,Gangneung,15.2,13.4,18.2,26.7
2020-05-09,Daegwallyeong,11.5,8.8,13.8,28.8
2020-05-09,Donghae,13.7,11.6,16.6,20.9
2020-05-09,Northgangneung,14.0,12.2,17.3,38.9
2020-05-09,Northchuncheon,14.2,11.7,16.0,40.5
2020-05-09,Sokcho,13.7,11.7,15.7,42.8
2020-05-09,Wonju,15.4,12.8,18.4,9.2
2020-05-09,Inje,13.8,11.8,15.4,43.0
2020-05-09,Jeongseon,14.1,12.6,15.8,32.5
2020-05-09,Cheorwon,13.9,11.7,16.0,44.8
2020-05-09,Chuncheon,14.7,12.6,16.1,36.4
2020-05-09,Taebaek,13.6,11.1,15.9,26.6
2020-05-09,Hongcheon,14.3,12.2,16.0,39.1
2020-05-10,Gangneung,19.2,15.4,22.8,0.0
2020-05-10,Daegwallyeong,11.4,9.3,14.5,0.3
2020-05-10,Donghae,18.9,13.9,23.1,0.0
2020-05-10,Northgangneung,19.2,13.2,23.8,0.0
2020-05-10,Northchuncheon,15.7,13.2,19.0,0.05
2020-05-10,Sokcho,19.0,14.0,24.1,0.0
2020-05-10,Wonju,14.7,12.8,17.0,0.8
2020-05-10,Inje,14.8,12.7,17.2,3.6
2020-05-10,Jeongseon,14.6,12.4,18.0,0.1
2020-05-10,Cheorwon,14.3,12.3,17.5,1.2
2020-05-10,Chuncheon,16.3,13.8,19.4,0.0
2020-05-10,Taebaek,14.5,11.6,18.8,0.0
2020-05-10,Hongcheon,14.8,12.7,17.9,0.0
2020-05-11,Gangneung,20.9,17.1,25.8,0.0
2020-05-11,Daegwallyeong,13.1,9.5,17.7,0.0
2020-05-11,Donghae,20.5,16.0,25.5,0.0
2020-05-11,Northgangneung,20.6,16.4,25.9,0.0
2020-05-11,Northchuncheon,17.0,12.3,23.3,0.05
2020-05-11,Sokcho,20.4,16.4,25.2,0.0
2020-05-11,Wonju,18.0,14.6,23.1,0.05
2020-05-11,Inje,17.1,13.4,21.7,0.05
2020-05-11,Jeongseon,16.9,12.0,22.3,0.0
2020-05-11,Cheorwon,15.9,11.5,21.1,0.7
2020-05-11,Chuncheon,17.7,14.2,22.6,0.05
2020-05-11,Taebaek,16.5,11.9,21.1,0.0
2020-05-11,Hongcheon,16.3,11.1,23.1,0.05
2020-05-12,Gangneung,18.4,15.0,22.8,0.0
2020-05-12,Daegwallyeong,10.7,7.0,15.2,1.4
2020-05-12,Donghae,18.3,14.9,22.6,0.05
2020-05-12,Northgangneung,17.6,14.3,22.2,0.05
2020-05-12,Northchuncheon,12.8,8.6,19.1,1.3
2020-05-12,Sokcho,17.2,13.5,21.1,0.05
2020-05-12,Wonju,15.4,11.2,19.9,0.8
2020-05-12,Inje,12.6,8.7,18.0,1.5
2020-05-12,Jeongseon,15.0,9.9,19.5,1.5
2020-05-12,Cheorwon,12.6,8.8,18.9,2.2
2020-05-12,Chuncheon,14.1,10.3,18.8,1.5
2020-05-12,Taebaek,13.6,9.9,18.6,0.6
2020-05-12,Hongcheon,13.5,9.3,19.1,2.4
2020-05-13,Gangneung,20.0,13.6,25.9,0.0
2020-05-13,Daegwallyeong,12.0,4.0,18.0,0.0
2020-05-13,Donghae,19.7,13.8,24.2,0.0
2020-05-13,Northgangneung,20.3,14.9,25.7,0.0
2020-05-13,Northchuncheon,15.0,5.6,24.0,0.0
2020-05-13,Sokcho,20.8,14.7,26.5,0.0
2020-05-13,Wonju,15.7,8.5,22.7,0.0
2020-05-13,Inje,14.4,5.4,22.5,0.0
2020-05-13,Jeongseon,14.8,7.1,22.2,0.0
2020-05-13,Cheorwon,14.8,5.6,22.2,0.0
2020-05-13,Chuncheon,15.7,6.9,23.3,0.0
2020-05-13,Taebaek,14.2,5.4,20.0,0.0
2020-05-13,Hongcheon,14.4,6.6,23.2,0.0
2020-05-14,Gangneung,24.3,19.5,29.3,0.0
2020-05-14,Daegwallyeong,15.4,7.0,22.7,0.0
2020-05-14,Donghae,20.8,17.7,25.6,0.0
2020-05-14,Northgangneung,22.1,16.1,28.2,0.0
2020-05-14,Northchuncheon,16.6,7.9,24.7,0.0
2020-05-14,Sokcho,23.0,19.3,29.1,0.0
2020-05-14,Wonju,18.5,9.5,26.0,0.0
2020-05-14,Inje,16.2,7.2,24.5,0.0
2020-05-14,Jeongseon,16.6,6.1,26.8,0.0
2020-05-14,Cheorwon,16.3,8.0,23.8,0.0
2020-05-14,Chuncheon,16.9,9.3,24.6,0.0
2020-05-14,Taebaek,18.4,9.2,25.6,0.0
2020-05-14,Hongcheon,16.8,7.2,25.8,0.0
2020-05-15,Gangneung,17.3,14.8,22.5,10.0
2020-05-15,Daegwallyeong,12.2,10.1,16.8,14.5
2020-05-15,Donghae,15.9,13.4,20.8,10.1
2020-05-15,Northgangneung,16.1,13.6,22.1,9.4
2020-05-15,Northchuncheon,14.7,13.1,17.8,10.5
2020-05-15,Sokcho,16.1,14.1,22.6,7.3
2020-05-15,Wonju,15.9,14.4,19.0,14.7
2020-05-15,Inje,14.1,12.7,15.4,9.8
2020-05-15,Jeongseon,13.8,12.9,16.9,19.5
2020-05-15,Cheorwon,14.5,12.5,17.1,6.7
2020-05-15,Chuncheon,15.1,14.0,16.8,13.1
2020-05-15,Taebaek,13.0,10.9,17.0,14.7
2020-05-15,Hongcheon,14.5,13.2,16.6,14.6
2020-05-16,Gangneung,15.9,14.2,17.8,0.0
2020-05-16,Daegwallyeong,13.1,10.6,17.6,0.6
2020-05-16,Donghae,14.3,12.6,15.9,0.1
2020-05-16,Northgangneung,14.9,12.9,17.1,0.0
2020-05-16,Northchuncheon,17.6,14.0,23.2,1.2
2020-05-16,Sokcho,15.2,14.0,16.4,0.5
2020-05-16,Wonju,18.1,14.6,22.2,0.05
2020-05-16,Inje,16.8,13.2,21.6,0.4
2020-05-16,Jeongseon,16.6,12.9,22.6,0.5
2020-05-16,Cheorwon,16.9,13.6,20.6,0.9
2020-05-16,Chuncheon,18.4,14.8,23.4,0.9
2020-05-16,Taebaek,15.3,12.3,21.0,0.0
2020-05-16,Hongcheon,17.3,13.8,22.3,0.4
2020-05-17,Gangneung,18.5,15.3,24.9,0.0
2020-05-17,Daegwallyeong,16.5,11.1,25.2,0.0
2020-05-17,Donghae,15.4,14.2,17.4,0.8
2020-05-17,Northgangneung,16.7,14.2,21.8,0.05
2020-05-17,Northchuncheon,20.6,16.3,26.2,0.0
2020-05-17,Sokcho,16.3,14.8,19.4,0.4
2020-05-17,Wonju,21.1,16.3,26.6,0.0
2020-05-17,Inje,20.0,15.2,26.4,0.0
2020-05-17,Jeongseon,20.1,14.5,28.5,0.0
2020-05-17,Cheorwon,18.6,15.3,23.4,0.0
2020-05-17,Chuncheon,21.3,17.1,26.8,0.0
2020-05-17,Taebaek,18.3,11.4,27.2,0.0
2020-05-17,Hongcheon,20.8,16.0,26.6,0.0
2020-05-18,Gangneung,15.7,14.7,18.1,22.1
2020-05-18,Daegwallyeong,12.0,10.8,14.6,23.2
2020-05-18,Donghae,14.2,13.7,15.3,30.1
2020-05-18,Northgangneung,14.7,13.8,16.1,24.8
2020-05-18,Northchuncheon,19.3,15.3,26.4,26.4
2020-05-18,Sokcho,14.8,13.7,15.6,30.3
2020-05-18,Wonju,19.8,14.9,26.7,33.8
2020-05-18,Inje,18.1,14.3,24.1,25.7
2020-05-18,Jeongseon,17.9,14.1,25.3,24.0
2020-05-18,Cheorwon,17.7,12.8,26.5,57.3
2020-05-18,Chuncheon,19.7,15.9,26.1,26.3
2020-05-18,Taebaek,14.5,12.0,20.7,31.7
2020-05-18,Hongcheon,19.3,15.1,27.8,32.5
2020-05-19,Gangneung,12.2,9.2,16.7,26.0
2020-05-19,Daegwallyeong,7.6,4.5,11.1,26.5
2020-05-19,Donghae,12.6,9.6,18.7,23.4
2020-05-19,Northgangneung,11.4,8.4,16.2,27.6
2020-05-19,Northchuncheon,11.7,6.9,15.8,16.5
2020-05-19,Sokcho,10.3,7.8,13.8,140.0
2020-05-19,Wonju,12.4,9.5,14.8,8.7
2020-05-19,Inje,10.8,8.3,14.5,32.3
2020-05-19,Jeongseon,11.7,8.5,15.4,17.0
2020-05-19,Cheorwon,11.4,8.3,14.8,15.1
2020-05-19,Chuncheon,12.4,8.6,16.0,15.9
2020-05-19,Taebaek,9.9,6.6,14.6,18.0
2020-05-19,Hongcheon,11.6,7.2,15.4,7.9
2020-05-20,Gangneung,10.8,8.6,14.2,5.0
2020-05-20,Daegwallyeong,5.6,1.9,9.0,0.6
2020-05-20,Donghae,10.7,9.4,13.6,0.5
2020-05-20,Northgangneung,10.0,8.0,13.8,5.1
2020-05-20,Northchuncheon,11.5,5.4,16.1,0.0
2020-05-20,Sokcho,10.6,8.3,14.4,12.4
2020-05-20,Wonju,12.1,7.2,16.7,0.0
2020-05-20,Inje,10.8,8.1,16.0,0.1
2020-05-20,Jeongseon,10.3,6.6,14.0,0.0
2020-05-20,Cheorwon,12.5,5.8,18.7,0.0
2020-05-20,Chuncheon,12.1,6.0,16.6,0.0
2020-05-20,Taebaek,7.2,4.1,10.3,0.05
2020-05-20,Hongcheon,11.5,6.3,16.5,0.0
2020-05-21,Gangneung,13.0,8.3,16.6,0.0
2020-05-21,Daegwallyeong,7.8,1.3,13.6,0.0
2020-05-21,Donghae,12.2,9.5,14.5,0.0
2020-05-21,Northgangneung,12.1,7.8,15.3,0.0
2020-05-21,Northchuncheon,15.0,6.8,21.8,0.0
2020-05-21,Sokcho,13.2,9.3,16.9,0.0
2020-05-21,Wonju,16.0,8.2,22.2,0.0
2020-05-21,Inje,14.1,7.4,21.5,0.0
2020-05-21,Jeongseon,13.1,6.0,21.7,0.0
2020-05-21,Cheorwon,15.0,7.4,21.2,0.0
2020-05-21,Chuncheon,15.8,8.3,22.3,0.0
2020-05-21,Taebaek,9.9,2.1,16.6,0.0
2020-05-21,Hongcheon,15.0,7.1,22.0,0.0
2020-05-22,Gangneung,14.1,12.4,17.2,4.1
2020-05-22,Daegwallyeong,9.7,4.6,15.9,0.9
2020-05-22,Donghae,12.7,10.4,15.2,2.6
2020-05-22,Northgangneung,12.9,11.4,15.5,1.8
2020-05-22,Northchuncheon,16.9,12.1,22.2,0.05
2020-05-22,Sokcho,13.2,12.0,14.9,0.2
2020-05-22,Wonju,18.4,13.3,23.6,0.05
2020-05-22,Inje,14.9,11.0,21.1,0.05
2020-05-22,Jeongseon,15.6,9.2,24.3,0.5
2020-05-22,Cheorwon,16.3,11.9,20.3,0.05
2020-05-22,Chuncheon,17.6,13.3,22.3,0.2
2020-05-22,Taebaek,12.9,7.2,21.5,1.5
2020-05-22,Hongcheon,16.9,11.5,22.4,0.05
2020-05-23,Gangneung,16.5,12.7,20.9,0.05
2020-05-23,Daegwallyeong,14.2,8.9,21.7,0.1
2020-05-23,Donghae,14.0,11.6,17.2,0.05
2020-05-23,Northgangneung,14.7,11.8,19.6,0.3
2020-05-23,Northchuncheon,19.3,14.3,25.2,0.5
2020-05-23,Sokcho,14.5,11.7,18.0,0.05
2020-05-23,Wonju,20.2,15.5,25.8,0.05
2020-05-23,Inje,17.7,12.0,24.3,2.0
2020-05-23,Jeongseon,18.0,11.9,26.6,0.1
2020-05-23,Cheorwon,18.6,14.1,24.0,0.05
2020-05-23,Chuncheon,19.8,15.0,25.4,0.5
2020-05-23,Taebaek,15.6,9.7,24.3,0.05
2020-05-23,Hongcheon,18.8,13.6,25.4,0.05
2020-05-24,Gangneung,19.4,14.6,24.8,0.4
2020-05-24,Daegwallyeong,15.5,11.3,19.3,4.7
2020-05-24,Donghae,16.7,13.0,25.3,0.3
2020-05-24,Northgangneung,18.5,13.2,25.8,0.3
2020-05-24,Northchuncheon,18.6,15.1,22.6,16.5
2020-05-24,Sokcho,17.3,13.9,23.0,4.5
2020-05-24,Wonju,19.2,15.8,22.2,10.4
2020-05-24,Inje,18.2,15.1,22.1,11.5
2020-05-24,Jeongseon,17.3,13.3,23.5,8.5
2020-05-24,Cheorwon,17.4,15.4,22.1,20.6
2020-05-24,Chuncheon,19.4,16.7,22.7,14.9
2020-05-24,Taebaek,16.8,11.1,22.2,4.1
2020-05-24,Hongcheon,18.7,14.8,23.4,6.1
2020-05-25,Gangneung,21.7,18.3,25.2,0.0
2020-05-25,Daegwallyeong,14.7,9.1,20.6,0.0
2020-05-25,Donghae,18.9,15.9,23.3,0.0
2020-05-25,Northgangneung,19.7,15.8,23.7,0.0
2020-05-25,Northchuncheon,17.5,13.2,22.5,0.0
2020-05-25,Sokcho,21.2,16.3,24.7,0.0
2020-05-25,Wonju,16.6,13.7,20.1,0.0
2020-05-25,Inje,17.8,13.8,23.2,0.0
2020-05-25,Jeongseon,17.0,11.7,23.0,0.0
2020-05-25,Cheorwon,17.9,14.3,22.4,0.0
2020-05-25,Chuncheon,18.2,14.8,22.9,0.0
2020-05-25,Taebaek,16.2,10.2,21.7,0.0
2020-05-25,Hongcheon,16.4,13.0,20.8,0.0
2020-05-26,Gangneung,19.8,15.0,26.3,0.05
2020-05-26,Daegwallyeong,13.1,8.6,22.1,1.0
2020-05-26,Donghae,17.7,13.3,22.5,0.4
2020-05-26,Northgangneung,17.9,13.0,24.7,0.8
2020-05-26,Northchuncheon,16.9,12.8,23.7,2.4
2020-05-26,Sokcho,17.4,13.4,24.6,3.5
2020-05-26,Wonju,18.2,14.6,24.4,0.05
2020-05-26,Inje,17.2,13.8,23.7,5.9
2020-05-26,Jeongseon,17.3,13.2,25.2,0.5
2020-05-26,Cheorwon,15.8,11.6,21.0,2.9
2020-05-26,Chuncheon,18.0,14.5,24.0,2.7
2020-05-26,Taebaek,15.9,9.8,24.6,0.05
2020-05-26,Hongcheon,17.1,13.4,24.7,0.3
2020-05-27,Gangneung,20.1,15.0,24.5,0.0
2020-05-27,Daegwallyeong,13.4,8.0,19.2,0.1
2020-05-27,Donghae,17.0,12.6,20.1,0.0
2020-05-27,Northgangneung,18.3,12.1,23.4,0.0
2020-05-27,Northchuncheon,17.0,10.2,24.8,0.0
2020-05-27,Sokcho,19.1,12.9,23.8,0.0
2020-05-27,Wonju,18.3,12.6,24.2,0.0
2020-05-27,Inje,16.7,11.2,24.1,0.0
2020-05-27,Jeongseon,16.7,10.3,24.9,0.0
2020-05-27,Cheorwon,16.7,9.5,24.2,0.0
2020-05-27,Chuncheon,18.2,11.7,24.9,0.0
2020-05-27,Taebaek,15.0,9.6,22.4,0.0
2020-05-27,Hongcheon,17.2,10.7,25.0,0.0
2020-05-28,Gangneung,19.8,15.6,24.0,0.0
2020-05-28,Daegwallyeong,12.3,7.0,19.4,0.05
2020-05-28,Donghae,17.3,12.7,21.3,0.05
2020-05-28,Northgangneung,17.8,13.2,23.0,0.05
2020-05-28,Northchuncheon,17.4,11.8,23.5,0.0
2020-05-28,Sokcho,18.1,14.3,22.8,0.05
2020-05-28,Wonju,18.2,13.0,24.0,0.2
2020-05-28,Inje,16.3,10.6,22.9,0.0
2020-05-28,Jeongseon,16.4,10.1,24.4,0.0
2020-05-28,Cheorwon,16.5,12.4,21.6,0.1
2020-05-28,Chuncheon,18.3,13.5,23.8,0.0
2020-05-28,Taebaek,14.4,9.4,20.9,0.2
2020-05-28,Hongcheon,17.2,11.4,24.1,0.05
2020-05-29,Gangneung,19.6,14.3,24.5,0.0
2020-05-29,Daegwallyeong,12.6,4.4,19.9,0.0
2020-05-29,Donghae,16.4,12.0,21.0,0.05
2020-05-29,Northgangneung,17.2,11.8,22.7,0.0
2020-05-29,Northchuncheon,19.3,10.6,28.4,0.0
2020-05-29,Sokcho,17.9,13.1,22.5,0.0
2020-05-29,Wonju,20.2,12.7,26.8,0.0
2020-05-29,Inje,17.7,10.3,26.6,0.0
2020-05-29,Jeongseon,16.5,10.3,26.1,0.3
2020-05-29,Cheorwon,18.8,10.3,27.0,0.0
2020-05-29,Chuncheon,20.2,12.2,28.2,0.0
2020-05-29,Taebaek,14.5,7.1,22.5,0.0
2020-05-29,Hongcheon,19.3,10.8,27.7,0.0
2020-05-30,Gangneung,20.8,13.1,27.5,0.0
2020-05-30,Daegwallyeong,14.1,4.0,22.8,0.0
2020-05-30,Donghae,16.7,11.3,20.8,0.0
2020-05-30,Northgangneung,18.7,11.2,25.2,0.0
2020-05-30,Northchuncheon,20.7,11.4,29.8,0.0
2020-05-30,Sokcho,17.5,11.1,22.3,0.0
2020-05-30,Wonju,22.1,14.6,29.1,0.0
2020-05-30,Inje,18.9,9.6,29.7,0.0
2020-05-30,Jeongseon,18.6,10.3,29.1,0.0
2020-05-30,Cheorwon,21.2,12.1,28.8,0.0
2020-05-30,Chuncheon,21.7,13.6,30.1,0.0
2020-05-30,Taebaek,16.7,7.0,25.7,0.0
2020-05-30,Hongcheon,20.7,11.9,29.8,0.0
2020-05-31,Gangneung,20.0,14.8,22.9,0.0
2020-05-31,Daegwallyeong,16.5,5.6,22.3,0.0
2020-05-31,Donghae,17.1,13.7,20.0,0.0
2020-05-31,Northgangneung,18.5,12.7,22.4,0.0
2020-05-31,Northchuncheon,21.3,13.3,28.7,0.05
2020-05-31,Sokcho,17.7,12.9,21.1,0.05
2020-05-31,Wonju,21.9,14.9,28.5,0.05
2020-05-31,Inje,20.1,10.7,28.1,0.05
2020-05-31,Jeongseon,20.3,10.7,29.0,0.0
2020-05-31,Cheorwon,20.0,14.0,27.1,0.6
2020-05-31,Chuncheon,21.9,14.9,29.3,0.05
2020-05-31,Taebaek,18.8,9.0,26.1,0.0
2020-05-31,Hongcheon,21.1,13.1,28.1,0.0
2020-06-01,Gangneung,23.8,21.1,28.0,0.0
2020-06-01,Daegwallyeong,16.2,11.3,21.1,0.05
2020-06-01,Donghae,22.7,16.5,26.7,0.0
2020-06-01,Northgangneung,23.0,18.5,27.8,0.0
2020-06-01,Northchuncheon,21.0,15.8,26.6,0.05
2020-06-01,Sokcho,23.9,17.3,28.5,0.0
2020-06-01,Wonju,20.1,16.2,25.5,1.8
2020-06-01,Inje,20.4,15.0,25.1,0.05
2020-06-01,Jeongseon,19.4,13.5,24.6,0.05
2020-06-01,Cheorwon,19.8,15.5,25.3,0.3
2020-06-01,Chuncheon,21.8,19.0,26.1,0.05
2020-06-01,Taebaek,18.0,14.7,22.7,0.05
2020-06-01,Hongcheon,20.3,14.7,25.7,0.3
2020-06-02,Gangneung,22.0,16.3,26.8,0.0
2020-06-02,Daegwallyeong,15.4,9.1,20.6,0.0
2020-06-02,Donghae,20.3,15.5,25.3,0.0
2020-06-02,Northgangneung,19.8,13.6,25.9,0.0
2020-06-02,Northchuncheon,17.0,13.7,21.3,0.3
2020-06-02,Sokcho,19.3,13.9,25.1,0.05
2020-06-02,Wonju,19.0,13.5,25.0,0.05
2020-06-02,Inje,17.0,12.7,22.2,0.1
2020-06-02,Jeongseon,18.9,10.8,24.1,0.0
2020-06-02,Cheorwon,16.3,12.7,22.0,2.1
2020-06-02,Chuncheon,17.7,14.7,21.4,0.4
2020-06-02,Taebaek,19.0,10.7,24.9,0.0
2020-06-02,Hongcheon,17.1,12.3,22.6,0.05
2020-06-03,Gangneung,25.1,16.2,28.7,0.0
2020-06-03,Daegwallyeong,19.2,13.6,26.2,0.0
2020-06-03,Donghae,20.1,15.0,25.6,0.0
2020-06-03,Northgangneung,22.2,13.5,26.2,0.0
2020-06-03,Northchuncheon,22.0,13.6,28.8,0.0
2020-06-03,Sokcho,22.6,13.9,27.9,0.0
2020-06-03,Wonju,21.9,16.9,27.5,1.1
2020-06-03,Inje,22.8,16.4,28.6,0.2
2020-06-03,Jeongseon,21.6,16.8,28.8,0.0
2020-06-03,Cheorwon,21.2,16.2,28.0,0.0
2020-06-03,Chuncheon,22.6,15.0,29.2,0.0
2020-06-03,Taebaek,21.5,17.4,28.5,0.0
2020-06-03,Hongcheon,22.3,16.6,28.3,0.0
2020-06-04,Gangneung,27.6,22.8,32.6,0.0
2020-06-04,Daegwallyeong,20.4,15.3,25.5,0.0
2020-06-04,Donghae,25.2,20.7,30.3,0.0
2020-06-04,Northgangneung,26.0,21.1,31.0,0.0
2020-06-04,Northchuncheon,23.2,16.9,29.2,0.0
2020-06-04,Sokcho,25.9,20.6,31.4,0.0
2020-06-04,Wonju,24.5,19.8,30.0,0.0
2020-06-04,Inje,23.1,18.9,28.4,0.0
2020-06-04,Jeongseon,23.7,16.1,30.0,0.0
2020-06-04,Cheorwon,21.6,18.0,26.7,0.0
2020-06-04,Chuncheon,24.1,18.9,29.7,0.0
2020-06-04,Taebaek,22.5,15.2,28.4,0.0
2020-06-04,Hongcheon,23.5,16.9,29.7,0.0
2020-06-05,Gangneung,20.0,17.1,25.7,0.0
2020-06-05,Daegwallyeong,15.5,10.3,23.3,0.05
2020-06-05,Donghae,18.0,16.0,25.2,0.0
2020-06-05,Northgangneung,18.4,15.6,23.4,0.0
2020-06-05,Northchuncheon,22.9,17.2,29.2,0.0
2020-06-05,Sokcho,18.9,17.0,24.4,0.0
2020-06-05,Wonju,24.1,20.6,29.2,0.0
2020-06-05,Inje,21.9,17.1,28.5,0.0
2020-06-05,Jeongseon,22.4,16.7,30.6,0.0
2020-06-05,Cheorwon,21.7,17.0,27.7,0.0
2020-06-05,Chuncheon,23.9,18.4,30.2,0.0
2020-06-05,Taebaek,19.8,15.2,28.5,0.0
2020-06-05,Hongcheon,23.0,17.5,29.7,0.0
2020-06-06,Gangneung,19.8,15.2,24.5,0.0
2020-06-06,Daegwallyeong,15.3,8.1,20.5,0.0
2020-06-06,Donghae,17.6,15.1,20.7,0.0
2020-06-06,Northgangneung,18.0,13.8,21.2,0.0
2020-06-06,Northchuncheon,23.7,15.7,31.2,0.0
2020-06-06,Sokcho,18.4,15.5,21.8,0.0
2020-06-06,Wonju,24.4,18.0,30.4,0.05
